school_name,gender,age,home_location,family_size,parents_living_together,mother_education,father_education,mother_job,father_job,reason_choosing_school,who_is_guardian,travel_time_to_school,weekly_study_time,past_failures,extra_school_support,family_study_support,paid_extra_classes,extracurricular_activities,attended_nursery,wants_higher_education,has_internet,in_romantic_relationship,family_relationship_quality,free_time_after_school,going_out_with_friends,weekday_alcohol_use,weekend_alcohol_use,current_health_status,school_absences,term1_grade,term2_grade,final_grade,grade_band,alcohol_total,parent_edu_avg,grade_progress,social_risk,study_focus,risk_score,study_label
0,0,1.061629974138805,1,0,0,1.102535107939229,1.3427404094719562,0,4,0,1,0.8299760752658419,-0.05057821071779142,-0.4050466299697717,1,0,0,0,1,1,0,0,0.050671491948481105,-0.24401365859306323,0.8280563097436588,-0.5397344929861267,-1.0289004445378043,-0.39196864376269824,-0.0387134165604729,-1.9372942355381673,-1.7050344287441823,6,Fail,-1.568634937523931,1.2226377587055925,0.23225980679398495,-0.7405786277802722,-0.8786345204614503,0.0156807389124355,2–5 hrs/week
0,0,0.2720426808730681,1,0,1,-1.6435465213698737,-1.4281169672996525,0,2,0,0,-0.6296370226154663,-0.05057821071779142,-0.4050466299697717,0,1,0,0,0,1,1,0,1.18127915604897,-0.24401365859306323,-0.09000612062431085,-0.5397344929861267,-1.0289004445378043,-0.39196864376269824,-0.283327393765585,-1.9372942355381673,-2.023224335206113,6,Fail,-1.568634937523931,-1.535831744334763,-0.08593009966794574,-1.6586410581482418,0.039427909906519426,0.11476080602286871,2–5 hrs/week
0,0,-1.307131905658406,1,1,1,-1.6435465213698737,-1.4281169672996525,0,2,2,1,-0.6296370226154663,-0.05057821071779142,4.067169253510904,1,0,1,0,1,1,1,0,0.050671491948481105,-0.24401365859306323,-1.0080685509922804,0.5488825352401288,0.5176993815674424,-0.39196864376269824,0.4505145378497513,-1.3192298547632562,-1.0686546158203214,10,Pass,1.0665819168075712,-1.535831744334763,0.25057523894293476,0.05851336581529076,0.957490340274489,1.8323188766021827,2–5 hrs/week
0,0,-1.307131905658406,1,0,1,1.102535107939229,-0.5044978417091163,1,3,1,1,-0.6296370226154663,1.1531832043656487,-0.4050466299697717,0,1,1,1,1,1,1,1,-1.0799361721520075,-1.2339327053853766,-1.0080685509922804,-0.5397344929861267,-1.0289004445378043,1.0359171299442744,-0.5279413709706972,1.1530276683363887,0.8404848229512616,15,Merit,-1.568634937523931,0.29901863311505633,-0.3125428453851271,-2.5767034885162117,2.161251755357929,0.21384087313330194,5–10 hrs/week
0,0,-0.5175446123926689,1,0,1,0.18717456483619482,0.41912128388141995,2,2,1,0,-0.6296370226154663,-0.05057821071779142,-0.4050466299697717,0,1,1,0,1,1,0,0,0.050671491948481105,-0.24401365859306323,-1.0080685509922804,-0.5397344929861267,-0.25560053148518097,1.0359171299442744,-0.283327393765585,-1.6282620451507117,-0.43227480289646036,10,Pass,-0.7953350244713078,0.3031479243588074,1.1959872422542515,-1.8034035754635882,0.957490340274489,0.11476080602286871,2–5 hrs/week
0,1,-0.5175446123926689,1,1,1,1.102535107939229,0.41912128388141995,3,2,3,1,-0.6296370226154663,-0.05057821071779142,-0.4050466299697717,0,1,1,1,1,1,1,0,1.18127915604897,0.7459053881992501,-1.0080685509922804,-0.5397344929861267,-0.25560053148518097,1.0359171299442744,0.4505145378497513,1.1530276683363887,1.158674729413192,15,Merit,-0.7953350244713078,0.7608281959103245,0.00564706107680335,-1.8034035754635882,0.957490340274489,-0.18247939530843094,2–5 hrs/week
0,1,-0.5175446123926689,1,1,1,-0.7281859782668394,-0.5044978417091163,2,2,1,1,-0.6296370226154663,-0.05057821071779142,-0.4050466299697717,0,0,0,0,1,1,1,0,0.050671491948481105,0.7459053881992501,0.8280563097436588,-0.5397344929861267,-1.0289004445378043,-0.39196864376269824,-0.7725553481758093,0.2259310971740219,0.20410501002740064,11,Pass,-1.568634937523931,-0.6163419099879779,-0.021826087146621265,-0.7405786277802722,-0.8786345204614503,0.3129209402437352,2–5 hrs/week
0,0,0.2720426808730681,1,0,0,1.102535107939229,1.3427404094719562,2,4,1,1,0.8299760752658419,-0.05057821071779142,-0.4050466299697717,1,1,0,0,1,1,0,0,0.050671491948481105,-2.2238517521776897,0.8280563097436588,-0.5397344929861267,-1.0289004445378043,-1.8198544174696707,-0.0387134165604729,-1.6282620451507117,-2.023224335206113,6,Fail,-1.568634937523931,1.2226377587055925,-0.3949622900554013,-0.7405786277802722,-0.8786345204614503,0.0156807389124355,2–5 hrs/week
0,1,-1.307131905658406,1,1,0,0.18717456483619482,-0.5044978417091163,3,2,1,1,-0.6296370226154663,-0.05057821071779142,-0.4050466299697717,0,1,1,0,1,1,1,0,0.050671491948481105,-1.2339327053853766,-1.0080685509922804,-0.5397344929861267,-1.0289004445378043,-1.8198544174696707,-0.7725553481758093,1.4620598587238443,2.1132444487989837,19,Distinction,-1.568634937523931,-0.15866163843646072,0.6511845900751394,-2.5767034885162117,0.957490340274489,0.3129209402437352,2–5 hrs/week
0,1,-1.307131905658406,1,0,1,0.18717456483619482,1.3427404094719562,2,2,1,1,-0.6296370226154663,-0.05057821071779142,-0.4050466299697717,0,1,1,1,1,1,1,0,1.18127915604897,1.7358244349915635,-1.9261309813602503,-0.5397344929861267,-1.0289004445378043,1.0359171299442744,-0.7725553481758093,0.843995477948933,1.158674729413192,15,Merit,-1.568634937523931,0.7649574871540755,0.314679251464259,-3.4947659188841813,1.8755527706424588,0.3129209402437352,2–5 hrs/week
